Date,Store_ID,Product_ID,Product_Category,Sales,Stock,Price,Promotion,Holiday,Weather,Local_Event,Competitor_Price,Supplier_Lead_Time,Year,Month,Day,Day_of_Week,Weekend
2026-05-13,Store_1,P005,Personal Care,253,319,590,No,Yes,Cloudy,Yes,224,10,2026,5,13,2,0
2026-05-14,Store_1,P006,Grocery,163,165,771,No,Yes,Sunny,No,424,10,2026,5,14,3,0
2026-05-15,Store_1,P004,Pharmacy,207,82,533,No,No,Hot,Yes,717,9,2026,5,15,4,0
2026-05-16,Store_4,P004,Beverage,32,129,468,Yes,Yes,Rainy,No,872,4,2026,5,16,5,1
2026-05-17,Store_1,P004,Personal Care,203,321,379,No,Yes,Hot,No,216,7,2026,5,17,6,1
2026-05-18,Store_5,P002,Grocery,130,330,719,No,Yes,Rainy,No,797,13,2026,5,18,0,0
2026-05-19,Store_3,P004,Grocery,234,102,838,No,Yes,Cloudy,Yes,793,9,2026,5,19,1,0
2026-05-20,Store_3,P001,Pharmacy,139,95,49,No,Yes,Rainy,No,779,2,2026,5,20,2,0
2026-05-21,Store_1,P006,Personal Care,74,345,798,No,Yes,Sunny,No,134,2,2026,5,21,3,0
2026-05-22,Store_4,P001,Beverage,46,434,127,No,Yes,Sunny,Yes,140,9,2026,5,22,4,0
2026-05-23,Store_4,P010,Pharmacy,62,362,863,No,No,Cloudy,Yes,672,12,2026,5,23,5,1
2026-05-24,Store_5,P006,Beverage,240,444,954,Yes,No,Rainy,Yes,84,13,2026,5,24,6,1
2026-05-25,Store_1,P001,Grocery,250,127,621,Yes,Yes,Cloudy,Yes,295,3,2026,5,25,0,0
2026-05-26,Store_3,P006,Beverage,72,242,736,Yes,Yes,Sunny,No,844,9,2026,5,26,1,0
2026-05-27,Store_4,P010,Beverage,35,455,910,Yes,No,Hot,Yes,258,13,2026,5,27,2,0
2026-05-28,Store_1,P008,Pharmacy,177,215,987,Yes,No,Cloudy,Yes,321,5,2026,5,28,3,0
2026-05-29,Store_4,P002,Beverage,288,422,978,Yes,No,Hot,Yes,411,6,2026,5,29,4,0
2026-05-30,Store_4,P002,Pharmacy,40,348,979,No,No,Hot,Yes,541,2,2026,5,30,5,1
2026-05-31,Store_3,P004,Grocery,72,156,464,No,No,Rainy,No,988,8,2026,5,31,6,1
2026-06-01,Store_2,P003,Pharmacy,294,459,912,Yes,Yes,Cloudy,Yes,388,11,2026,6,1,0,0
2026-06-02,Store_5,P004,Pharmacy,233,434,457,No,No,Hot,No,252,9,2026,6,2,1,0
2026-06-03,Store_5,P007,Personal Care,50,438,751,Yes,No,Hot,Yes,214,2,2026,6,3,2,0
2026-06-04,Store_3,P001,Beverage,202,280,909,No,No,Rainy,No,926,6,2026,6,4,3,0
2026-06-05,Store_4,P006,Grocery,42,396,625,No,Yes,Rainy,No,31,6,2026,6,5,4,0
2026-06-06,Store_1,P003,Pharmacy,51,148,476,No,Yes,Sunny,Yes,925,8,2026,6,6,5,1
2026-06-07,Store_4,P010,Grocery,52,492,634,No,Yes,Hot,No,940,10,2026,6,7,6,1
2026-06-08,Store_3,P007,Personal Care,29,439,754,No,Yes,Sunny,Yes,708,12,2026,6,8,0,0
2026-06-09,Store_5,P010,Beverage,48,471,717,No,Yes,Hot,No,196,5,2026,6,9,1,0
2026-06-10,Store_4,P002,Pharmacy,71,66,715,Yes,Yes,Sunny,No,236,9,2026,6,10,2,0
2026-06-11,Store_5,P002,Beverage,167,241,514,Yes,No,Rainy,No,30,1,2026,6,11,3,0
2026-06-12,Store_1,P004,Personal Care,179,155,693,No,Yes,Cloudy,Yes,465,9,2026,6,12,4,0
2026-06-13,Store_5,P001,Personal Care,33,444,266,Yes,Yes,Rainy,No,649,10,2026,6,13,5,1
2026-06-14,Store_5,P003,Grocery,197,393,562,No,No,Sunny,Yes,183,7,2026,6,14,6,1
2026-06-15,Store_2,P009,Pharmacy,58,399,583,Yes,Yes,Sunny,No,570,4,2026,6,15,0,0
2026-06-16,Store_2,P007,Grocery,41,203,876,No,No,Cloudy,No,72,3,2026,6,16,1,0
2026-06-17,Store_2,P007,Personal Care,49,233,607,Yes,No,Hot,No,237,14,2026,6,17,2,0
2026-06-18,Store_5,P004,Beverage,210,145,916,No,Yes,Sunny,No,737,10,2026,6,18,3,0
2026-06-19,Store_3,P002,Grocery,279,31,458,Yes,No,Sunny,No,843,11,2026,6,19,4,0
2026-06-20,Store_5,P004,Grocery,224,15,297,No,No,Sunny,No,379,14,2026,6,20,5,1
2026-06-21,Store_3,P006,Beverage,78,213,571,Yes,No,Cloudy,Yes,404,6,2026,6,21,6,1
2026-06-22,Store_3,P003,Grocery,283,248,632,No,No,Rainy,Yes,75,12,2026,6,22,0,0
2026-06-23,Store_2,P001,Beverage,31,194,130,No,Yes,Sunny,Yes,137,13,2026,6,23,1,0
2026-06-24,Store_4,P008,Pharmacy,138,369,404,No,No,Cloudy,No,919,1,2026,6,24,2,0
2026-06-25,Store_1,P005,Beverage,267,301,852,Yes,Yes,Sunny,Yes,272,3,2026,6,25,3,0
2026-06-26,Store_2,P005,Pharmacy,146,344,780,Yes,No,Hot,No,817,2,2026,6,26,4,0
2026-06-27,Store_2,P004,Beverage,94,229,210,Yes,No,Cloudy,Yes,799,11,2026,6,27,5,1
2026-06-28,Store_4,P006,Personal Care,223,125,509,No,No,Sunny,Yes,822,13,2026,6,28,6,1
2026-06-29,Store_1,P003,Personal Care,68,322,713,Yes,Yes,Cloudy,No,864,9,2026,6,29,0,0
2026-06-30,Store_5,P009,Pharmacy,29,470,445,No,Yes,Sunny,No,199,3,2026,6,30,1,0
2026-07-01,Store_5,P005,Pharmacy,260,182,424,Yes,Yes,Rainy,Yes,434,13,2026,7,1,2,0
2026-07-02,Store_2,P003,Personal Care,173,91,354,Yes,No,Sunny,Yes,889,2,2026,7,2,3,0
2026-07-03,Store_1,P001,Pharmacy,293,331,228,Yes,No,Cloudy,Yes,254,4,2026,7,3,4,0
2026-07-04,Store_2,P010,Beverage,28,464,41,Yes,No,Hot,Yes,874,14,2026,7,4,5,1
2026-07-05,Store_3,P006,Beverage,233,54,697,No,No,Hot,No,727,2,2026,7,5,6,1
2026-07-06,Store_2,P002,Personal Care,228,344,630,Yes,Yes,Hot,Yes,839,1,2026,7,6,0,0
2026-07-07,Store_2,P003,Grocery,107,29,227,Yes,No,Sunny,No,99,6,2026,7,7,1,0
2026-07-08,Store_5,P001,Beverage,283,457,27,No,Yes,Rainy,No,666,10,2026,7,8,2,0
2026-07-09,Store_5,P009,Pharmacy,50,365,721,No,No,Sunny,Yes,41,8,2026,7,9,3,0
2026-07-10,Store_5,P008,Grocery,175,132,706,Yes,Yes,Hot,No,496,10,2026,7,10,4,0
2026-07-11,Store_3,P002,Grocery,158,243,804,Yes,Yes,Cloudy,Yes,862,10,2026,7,11,5,1
2026-07-12,Store_5,P008,Beverage,140,230,548,No,No,Hot,No,459,2,2026,7,12,6,1
2026-07-13,Store_1,P009,Beverage,47,444,621,No,No,Cloudy,No,756,14,2026,7,13,0,0
2026-07-14,Store_4,P001,Grocery,126,348,672,No,Yes,Rainy,Yes,589,9,2026,7,14,1,0
2026-07-15,Store_1,P005,Grocery,166,12,676,Yes,No,Cloudy,No,112,13,2026,7,15,2,0
2026-07-16,Store_1,P008,Personal Care,156,191,185,Yes,No,Sunny,No,211,3,2026,7,16,3,0
2026-07-17,Store_5,P002,Pharmacy,181,215,868,Yes,Yes,Sunny,Yes,122,8,2026,7,17,4,0
2026-07-18,Store_4,P004,Personal Care,119,329,515,No,Yes,Sunny,No,415,12,2026,7,18,5,1
2026-07-19,Store_4,P007,Beverage,160,49,609,No,Yes,Cloudy,No,26,8,2026,7,19,6,1
2026-07-20,Store_4,P003,Personal Care,102,68,448,No,Yes,Sunny,Yes,659,3,2026,7,20,0,0
2026-07-21,Store_3,P005,Personal Care,196,448,793,Yes,No,Sunny,Yes,586,3,2026,7,21,1,0
2026-07-22,Store_5,P008,Personal Care,217,71,182,No,Yes,Sunny,No,250,12,2026,7,22,2,0
2026-07-23,Store_4,P010,Personal Care,22,467,385,Yes,Yes,Rainy,No,893,6,2026,7,23,3,0
2026-07-24,Store_3,P003,Pharmacy,75,69,545,No,Yes,Cloudy,No,593,1,2026,7,24,4,0
2026-07-25,Store_2,P004,Pharmacy,198,381,258,Yes,No,Cloudy,Yes,259,4,2026,7,25,5,1
2026-07-26,Store_2,P009,Grocery,33,465,91,Yes,Yes,Hot,No,109,1,2026,7,26,6,1
2026-07-27,Store_3,P007,Beverage,237,131,464,No,No,Cloudy,No,251,14,2026,7,27,0,0
2026-07-28,Store_3,P001,Personal Care,236,488,674,Yes,Yes,Rainy,No,476,3,2026,7,28,1,0
2026-07-29,Store_5,P004,Grocery,139,116,841,No,Yes,Cloudy,No,252,9,2026,7,29,2,0
2026-07-30,Store_5,P004,Grocery,194,105,528,Yes,No,Rainy,No,373,14,2026,7,30,3,0
2026-07-31,Store_2,P009,Grocery,44,384,814,No,Yes,Rainy,No,352,14,2026,7,31,4,0
2026-08-01,Store_4,P006,Pharmacy,232,423,288,No,Yes,Cloudy,Yes,458,5,2026,8,1,5,1
2026-08-02,Store_2,P009,Personal Care,34,488,772,Yes,No,Hot,Yes,394,12,2026,8,2,6,1
2026-08-03,Store_4,P006,Personal Care,32,395,434,No,Yes,Sunny,No,311,5,2026,8,3,0,0
2026-08-04,Store_4,P006,Beverage,120,71,264,Yes,Yes,Sunny,No,364,11,2026,8,4,1,0
2026-08-05,Store_5,P005,Personal Care,43,265,694,No,Yes,Cloudy,Yes,683,4,2026,8,5,2,0
2026-08-06,Store_1,P005,Personal Care,30,58,79,No,Yes,Cloudy,Yes,447,3,2026,8,6,3,0
2026-08-07,Store_1,P002,Grocery,292,402,25,No,No,Rainy,Yes,676,5,2026,8,7,4,0
2026-08-08,Store_3,P008,Beverage,113,357,728,No,Yes,Cloudy,No,149,14,2026,8,8,5,1
2026-08-09,Store_5,P008,Personal Care,220,168,589,Yes,No,Rainy,No,160,11,2026,8,9,6,1
2026-08-10,Store_4,P001,Pharmacy,40,133,836,No,Yes,Hot,No,434,4,2026,8,10,0,0
2026-08-11,Store_1,P008,Personal Care,230,491,426,No,No,Cloudy,No,112,8,2026,8,11,1,0
2026-08-12,Store_4,P005,Grocery,159,326,236,Yes,Yes,Sunny,Yes,645,4,2026,8,12,2,0
2026-08-13,Store_1,P002,Pharmacy,120,216,949,Yes,No,Sunny,Yes,303,11,2026,8,13,3,0
2026-08-14,Store_1,P002,Grocery,47,57,45,Yes,Yes,Cloudy,Yes,975,12,2026,8,14,4,0
2026-08-15,Store_1,P006,Personal Care,60,418,834,Yes,No,Rainy,Yes,942,8,2026,8,15,5,1
2026-08-16,Store_5,P009,Pharmacy,21,436,24,Yes,No,Sunny,No,674,6,2026,8,16,6,1
2026-08-17,Store_2,P001,Beverage,275,145,551,Yes,Yes,Rainy,No,242,14,2026,8,17,0,0
2026-08-18,Store_4,P006,Beverage,246,210,409,No,No,Cloudy,Yes,763,12,2026,8,18,1,0
2026-08-19,Store_5,P009,Pharmacy,43,488,729,Yes,Yes,Cloudy,Yes,482,11,2026,8,19,2,0
2026-08-20,Store_5,P008,Pharmacy,32,323,590,No,Yes,Sunny,Yes,564,5,2026,8,20,3,0
2026-08-21,Store_5,P006,Grocery,229,366,467,Yes,Yes,Cloudy,Yes,295,4,2026,8,21,4,0
2026-08-22,Store_5,P003,Pharmacy,248,377,773,No,Yes,Hot,Yes,701,4,2026,8,22,5,1
2026-08-23,Store_5,P008,Grocery,119,438,165,No,Yes,Hot,No,159,12,2026,8,23,6,1
2026-08-24,Store_3,P009,Personal Care,33,443,407,No,No,Sunny,No,376,4,2026,8,24,0,0
2026-08-25,Store_4,P001,Grocery,35,304,804,Yes,Yes,Hot,Yes,732,11,2026,8,25,1,0
2026-08-26,Store_5,P009,Pharmacy,67,422,268,Yes,Yes,Rainy,Yes,42,13,2026,8,26,2,0
2026-08-27,Store_4,P006,Pharmacy,185,323,545,Yes,Yes,Sunny,Yes,987,13,2026,8,27,3,0
2026-08-28,Store_3,P006,Personal Care,119,218,481,Yes,Yes,Sunny,No,755,9,2026,8,28,4,0
2026-08-29,Store_3,P004,Pharmacy,128,364,32,No,Yes,Rainy,No,899,4,2026,8,29,5,1
2026-08-30,Store_4,P001,Pharmacy,192,494,922,Yes,Yes,Hot,No,289,12,2026,8,30,6,1
2026-08-31,Store_1,P010,Beverage,26,301,403,No,No,Hot,Yes,878,9,2026,8,31,0,0
2026-09-01,Store_2,P008,Beverage,181,201,575,No,No,Hot,No,684,13,2026,9,1,1,0
2026-09-02,Store_1,P002,Personal Care,235,53,906,Yes,Yes,Sunny,Yes,352,10,2026,9,2,2,0
2026-09-03,Store_1,P001,Grocery,283,38,418,Yes,No,Sunny,No,104,6,2026,9,3,3,0
2026-09-04,Store_1,P002,Beverage,282,68,38,Yes,Yes,Hot,No,640,10,2026,9,4,4,0
2026-09-05,Store_5,P001,Grocery,293,80,594,No,Yes,Cloudy,No,50,13,2026,9,5,5,1
2026-09-06,Store_3,P001,Pharmacy,22,101,510,Yes,Yes,Hot,Yes,760,7,2026,9,6,6,1
2026-09-07,Store_1,P009,Beverage,55,405,770,No,Yes,Rainy,Yes,259,12,2026,9,7,0,0
2026-09-08,Store_3,P001,Personal Care,168,392,438,Yes,Yes,Sunny,No,909,10,2026,9,8,1,0
2026-09-09,Store_4,P004,Personal Care,47,229,356,No,No,Rainy,Yes,382,3,2026,9,9,2,0
2026-09-10,Store_2,P010,Personal Care,69,407,438,Yes,No,Rainy,Yes,841,8,2026,9,10,3,0
2026-09-11,Store_4,P006,Beverage,40,422,934,Yes,No,Sunny,Yes,408,3,2026,9,11,4,0
2026-09-12,Store_4,P007,Grocery,271,451,935,No,No,Cloudy,Yes,672,1,2026,9,12,5,1
2026-09-13,Store_5,P002,Pharmacy,254,410,631,Yes,Yes,Hot,Yes,687,13,2026,9,13,6,1
2026-09-14,Store_2,P006,Grocery,246,409,694,Yes,No,Rainy,Yes,318,13,2026,9,14,0,0
2026-09-15,Store_4,P007,Grocery,32,224,947,Yes,Yes,Sunny,Yes,876,10,2026,9,15,1,0
2026-09-16,Store_4,P010,Pharmacy,43,371,141,Yes,No,Rainy,No,390,12,2026,9,16,2,0
2026-09-17,Store_2,P010,Pharmacy,46,470,451,Yes,No,Hot,Yes,118,5,2026,9,17,3,0
2026-09-18,Store_2,P002,Beverage,73,286,63,Yes,No,Cloudy,Yes,66,2,2026,9,18,4,0
2026-09-19,Store_4,P002,Beverage,157,73,891,Yes,No,Cloudy,No,858,10,2026,9,19,5,1
2026-09-20,Store_2,P010,Beverage,56,425,939,No,Yes,Cloudy,No,441,14,2026,9,20,6,1
2026-09-21,Store_4,P007,Beverage,63,301,336,No,No,Sunny,No,499,6,2026,9,21,0,0
2026-09-22,Store_4,P001,Beverage,72,499,400,Yes,No,Sunny,No,598,13,2026,9,22,1,0
2026-09-23,Store_5,P008,Pharmacy,93,494,164,Yes,Yes,Cloudy,Yes,81,10,2026,9,23,2,0
2026-09-24,Store_1,P003,Grocery,65,254,346,Yes,Yes,Hot,No,128,9,2026,9,24,3,0
2026-09-25,Store_4,P006,Beverage,32,479,382,No,No,Hot,No,698,1,2026,9,25,4,0
2026-09-26,Store_3,P009,Beverage,57,469,69,No,Yes,Sunny,Yes,568,14,2026,9,26,5,1
2026-09-27,Store_1,P006,Grocery,121,435,84,Yes,Yes,Cloudy,Yes,138,13,2026,9,27,6,1
2026-09-28,Store_1,P009,Beverage,49,356,374,No,Yes,Hot,Yes,617,4,2026,9,28,0,0
2026-09-29,Store_1,P007,Grocery,277,179,819,Yes,No,Hot,No,401,1,2026,9,29,1,0
2026-09-30,Store_5,P009,Grocery,46,380,183,Yes,Yes,Hot,Yes,411,1,2026,9,30,2,0
2026-10-01,Store_4,P002,Pharmacy,182,278,160,Yes,No,Sunny,No,996,8,2026,10,1,3,0
2026-10-02,Store_5,P008,Personal Care,130,276,985,Yes,No,Cloudy,Yes,71,14,2026,10,2,4,0
2026-10-03,Store_4,P008,Pharmacy,121,63,845,No,No,Rainy,Yes,622,14,2026,10,3,5,1
2026-10-04,Store_5,P002,Personal Care,36,25,147,No,No,Cloudy,No,308,13,2026,10,4,6,1
2026-10-05,Store_5,P004,Personal Care,287,17,417,Yes,Yes,Cloudy,Yes,356,14,2026,10,5,0,0
2026-10-06,Store_3,P007,Personal Care,201,113,952,No,No,Sunny,Yes,829,11,2026,10,6,1,0
2026-10-07,Store_5,P004,Beverage,43,68,899,No,Yes,Hot,Yes,223,2,2026,10,7,2,0
2026-10-08,Store_2,P004,Pharmacy,48,322,482,Yes,No,Hot,Yes,899,1,2026,10,8,3,0
2026-10-09,Store_3,P006,Personal Care,190,49,770,No,Yes,Sunny,Yes,257,11,2026,10,9,4,0
2026-10-10,Store_5,P010,Grocery,58,494,855,Yes,No,Sunny,No,401,8,2026,10,10,5,1
2026-10-11,Store_1,P006,Beverage,207,452,827,Yes,Yes,Sunny,No,686,4,2026,10,11,6,1
2026-10-12,Store_2,P010,Pharmacy,34,457,206,Yes,No,Sunny,Yes,771,3,2026,10,12,0,0
2026-10-13,Store_2,P003,Personal Care,138,103,739,Yes,No,Sunny,No,155,13,2026,10,13,1,0
2026-10-14,Store_2,P009,Grocery,45,440,751,No,Yes,Rainy,No,426,12,2026,10,14,2,0
2026-10-15,Store_3,P010,Pharmacy,20,318,931,Yes,No,Cloudy,No,527,4,2026,10,15,3,0
2026-10-16,Store_5,P002,Pharmacy,194,147,209,No,No,Cloudy,Yes,381,14,2026,10,16,4,0
2026-10-17,Store_5,P006,Beverage,123,309,407,Yes,No,Cloudy,Yes,400,11,2026,10,17,5,1
2026-10-18,Store_1,P007,Pharmacy,111,404,448,Yes,Yes,Hot,Yes,900,5,2026,10,18,6,1
2026-10-19,Store_1,P009,Beverage,23,306,877,No,No,Rainy,No,595,1,2026,10,19,0,0
2026-10-20,Store_2,P003,Personal Care,200,345,303,Yes,No,Cloudy,No,654,14,2026,10,20,1,0
2026-10-21,Store_1,P010,Beverage,48,436,883,No,Yes,Hot,Yes,273,11,2026,10,21,2,0
2026-10-22,Store_3,P003,Grocery,206,227,256,No,Yes,Rainy,Yes,496,1,2026,10,22,3,0
2026-10-23,Store_5,P007,Beverage,194,11,213,Yes,Yes,Rainy,No,133,3,2026,10,23,4,0
2026-10-24,Store_2,P004,Grocery,241,187,306,Yes,Yes,Hot,No,39,6,2026,10,24,5,1
2026-10-25,Store_1,P008,Beverage,252,405,790,Yes,Yes,Rainy,Yes,547,1,2026,10,25,6,1
2026-10-26,Store_3,P007,Pharmacy,181,380,777,Yes,No,Hot,No,164,14,2026,10,26,0,0
2026-10-27,Store_3,P005,Personal Care,153,355,155,Yes,No,Cloudy,No,227,11,2026,10,27,1,0
2026-10-28,Store_1,P007,Grocery,243,288,811,Yes,No,Hot,No,550,12,2026,10,28,2,0
2026-10-29,Store_5,P003,Beverage,172,155,802,No,Yes,Rainy,No,395,2,2026,10,29,3,0
2026-10-30,Store_1,P002,Beverage,52,327,190,No,No,Cloudy,No,523,12,2026,10,30,4,0
2026-10-31,Store_2,P006,Beverage,74,233,178,Yes,Yes,Cloudy,No,923,14,2026,10,31,5,1
2026-11-01,Store_1,P002,Pharmacy,26,378,220,No,Yes,Sunny,No,185,7,2026,11,1,6,1
2026-11-02,Store_3,P003,Pharmacy,263,393,506,No,No,Sunny,Yes,569,14,2026,11,2,0,0
2026-11-03,Store_1,P006,Grocery,145,71,576,Yes,Yes,Rainy,Yes,200,14,2026,11,3,1,0
2026-11-04,Store_5,P005,Grocery,31,303,981,Yes,Yes,Hot,No,880,1,2026,11,4,2,0
2026-11-05,Store_4,P008,Pharmacy,35,248,795,No,No,Hot,No,636,13,2026,11,5,3,0
2026-11-06,Store_1,P009,Grocery,20,353,602,Yes,Yes,Rainy,No,631,14,2026,11,6,4,0
2026-11-07,Store_5,P003,Personal Care,62,175,523,No,Yes,Cloudy,Yes,621,7,2026,11,7,5,1
2026-11-08,Store_5,P010,Personal Care,62,403,895,Yes,No,Rainy,Yes,946,4,2026,11,8,6,1
2026-11-09,Store_3,P003,Pharmacy,247,231,390,No,Yes,Rainy,No,831,10,2026,11,9,0,0
2026-11-10,Store_5,P003,Grocery,130,70,122,No,Yes,Cloudy,Yes,463,14,2026,11,10,1,0
2026-11-11,Store_5,P006,Beverage,179,138,144,No,No,Hot,No,351,6,2026,11,11,2,0
2026-11-12,Store_5,P001,Personal Care,283,487,332,No,No,Rainy,No,522,14,2026,11,12,3,0
2026-11-13,Store_5,P007,Pharmacy,244,182,995,Yes,No,Hot,No,932,8,2026,11,13,4,0
2026-11-14,Store_2,P001,Grocery,236,489,817,Yes,No,Rainy,No,98,9,2026,11,14,5,1
2026-11-15,Store_2,P005,Pharmacy,64,165,477,No,Yes,Cloudy,No,604,6,2026,11,15,6,1
2026-11-16,Store_3,P010,Beverage,69,385,249,No,Yes,Cloudy,No,954,12,2026,11,16,0,0
2026-11-17,Store_1,P008,Personal Care,78,387,677,Yes,No,Sunny,No,957,11,2026,11,17,1,0
2026-11-18,Store_5,P004,Pharmacy,151,119,901,Yes,Yes,Cloudy,Yes,707,13,2026,11,18,2,0
2026-11-19,Store_1,P005,Pharmacy,123,278,216,No,Yes,Sunny,No,415,14,2026,11,19,3,0
2026-11-20,Store_1,P004,Pharmacy,214,420,904,No,No,Rainy,Yes,627,9,2026,11,20,4,0
2026-11-21,Store_3,P004,Beverage,176,365,752,No,No,Hot,No,876,4,2026,11,21,5,1
2026-11-22,Store_5,P008,Pharmacy,117,400,442,No,Yes,Cloudy,No,122,6,2026,11,22,6,1
2026-11-23,Store_5,P002,Beverage,245,287,591,No,No,Cloudy,Yes,421,8,2026,11,23,0,0
2026-11-24,Store_4,P001,Beverage,224,83,629,Yes,No,Cloudy,Yes,994,9,2026,11,24,1,0
2026-11-25,Store_1,P003,Beverage,98,496,190,No,No,Rainy,No,243,3,2026,11,25,2,0
2026-11-26,Store_1,P009,Personal Care,65,381,401,Yes,Yes,Sunny,Yes,537,2,2026,11,26,3,0
2026-11-27,Store_2,P004,Personal Care,237,472,192,Yes,No,Rainy,No,653,6,2026,11,27,4,0
2026-11-28,Store_4,P010,Pharmacy,41,360,682,Yes,Yes,Hot,No,255,4,2026,11,28,5,1
2026-11-29,Store_2,P005,Pharmacy,109,397,472,No,Yes,Rainy,Yes,446,1,2026,11,29,6,1
2026-11-30,Store_2,P002,Personal Care,123,489,369,Yes,Yes,Hot,Yes,135,8,2026,11,30,0,0
2026-12-01,Store_2,P004,Grocery,138,288,921,Yes,No,Cloudy,Yes,182,9,2026,12,1,1,0
2026-12-02,Store_3,P002,Personal Care,152,384,971,Yes,No,Hot,Yes,245,14,2026,12,2,2,0
2026-12-03,Store_3,P002,Beverage,115,335,653,Yes,No,Hot,No,249,9,2026,12,3,3,0
2026-12-04,Store_2,P004,Personal Care,162,481,513,No,No,Sunny,Yes,201,2,2026,12,4,4,0
2026-12-05,Store_4,P006,Beverage,47,349,639,No,No,Hot,Yes,268,9,2026,12,5,5,1
2026-12-06,Store_1,P007,Pharmacy,297,366,23,Yes,Yes,Hot,Yes,337,7,2026,12,6,6,1
2026-12-07,Store_4,P010,Grocery,30,386,112,Yes,Yes,Rainy,Yes,984,5,2026,12,7,0,0
2026-12-08,Store_5,P003,Pharmacy,36,213,938,No,Yes,Cloudy,Yes,229,7,2026,12,8,1,0
2026-12-09,Store_3,P003,Beverage,78,170,25,No,No,Rainy,No,675,13,2026,12,9,2,0
2026-12-10,Store_1,P010,Beverage,29,301,307,No,Yes,Rainy,No,411,9,2026,12,10,3,0
2026-12-11,Store_1,P006,Beverage,218,401,637,Yes,Yes,Cloudy,Yes,876,8,2026,12,11,4,0
2026-12-12,Store_5,P003,Grocery,45,266,165,No,No,Cloudy,Yes,115,6,2026,12,12,5,1
2026-12-13,Store_5,P002,Personal Care,44,174,802,Yes,No,Hot,No,913,13,2026,12,13,6,1
2026-12-14,Store_2,P008,Pharmacy,286,72,443,Yes,Yes,Hot,Yes,877,4,2026,12,14,0,0
2026-12-15,Store_3,P005,Pharmacy,200,31,909,No,Yes,Sunny,No,775,13,2026,12,15,1,0
2026-12-16,Store_3,P001,Personal Care,87,79,627,Yes,No,Rainy,No,105,1,2026,12,16,2,0
2026-12-17,Store_4,P003,Pharmacy,68,390,476,No,No,Cloudy,Yes,434,6,2026,12,17,3,0
2026-12-18,Store_2,P010,Grocery,36,477,760,Yes,No,Hot,No,413,3,2026,12,18,4,0
2026-12-19,Store_2,P008,Pharmacy,71,105,221,No,No,Cloudy,Yes,715,6,2026,12,19,5,1
2026-12-20,Store_2,P004,Beverage,121,172,231,Yes,Yes,Hot,Yes,652,6,2026,12,20,6,1
2026-12-21,Store_2,P007,Personal Care,235,88,25,Yes,Yes,Sunny,No,863,14,2026,12,21,0,0
2026-12-22,Store_3,P010,Grocery,55,330,643,No,No,Sunny,No,520,4,2026,12,22,1,0
2026-12-23,Store_3,P002,Personal Care,76,325,395,No,Yes,Cloudy,Yes,623,2,2026,12,23,2,0
2026-12-24,Store_2,P007,Grocery,66,129,910,No,Yes,Sunny,No,601,9,2026,12,24,3,0
2026-12-25,Store_4,P005,Beverage,178,311,466,No,No,Cloudy,Yes,935,2,2026,12,25,4,0
2026-12-26,Store_1,P005,Personal Care,193,187,854,Yes,Yes,Hot,No,152,3,2026,12,26,5,1
2026-12-27,Store_1,P006,Pharmacy,261,185,125,No,Yes,Rainy,No,810,10,2026,12,27,6,1
2026-12-28,Store_4,P009,Grocery,66,332,670,No,Yes,Sunny,Yes,668,1,2026,12,28,0,0
2026-12-29,Store_2,P006,Personal Care,24,226,830,Yes,No,Hot,Yes,333,7,2026,12,29,1,0
2026-12-30,Store_3,P008,Pharmacy,103,65,420,No,No,Rainy,Yes,718,1,2026,12,30,2,0
2026-12-31,Store_1,P007,Personal Care,267,375,115,No,Yes,Rainy,No,240,11,2026,12,31,3,0
2027-01-01,Store_5,P009,Personal Care,45,379,407,Yes,No,Rainy,Yes,995,9,2027,1,1,4,0
2027-01-02,Store_5,P004,Personal Care,180,241,978,No,No,Hot,Yes,457,11,2027,1,2,5,1
2027-01-03,Store_4,P002,Grocery,245,264,471,No,No,Hot,No,65,11,2027,1,3,6,1
2027-01-04,Store_2,P007,Pharmacy,34,422,868,No,Yes,Cloudy,No,809,1,2027,1,4,0,0
2027-01-05,Store_1,P006,Beverage,243,464,828,No,Yes,Rainy,Yes,211,5,2027,1,5,1,0
2027-01-06,Store_2,P001,Grocery,80,113,998,No,No,Rainy,Yes,539,7,2027,1,6,2,0
2027-01-07,Store_1,P009,Grocery,67,310,920,No,Yes,Rainy,Yes,398,3,2027,1,7,3,0
2027-01-08,Store_4,P009,Grocery,40,460,435,Yes,Yes,Cloudy,Yes,807,9,2027,1,8,4,0
2027-01-09,Store_4,P002,Beverage,65,411,745,No,Yes,Rainy,No,710,8,2027,1,9,5,1
2027-01-10,Store_5,P003,Pharmacy,81,267,523,Yes,Yes,Hot,No,353,13,2027,1,10,6,1
2027-01-11,Store_2,P005,Pharmacy,105,273,473,Yes,Yes,Rainy,Yes,58,3,2027,1,11,0,0
2027-01-12,Store_5,P005,Pharmacy,229,340,310,Yes,No,Sunny,Yes,312,5,2027,1,12,1,0
2027-01-13,Store_2,P001,Personal Care,97,490,553,Yes,Yes,Hot,Yes,709,7,2027,1,13,2,0
2027-01-14,Store_5,P008,Personal Care,221,191,212,No,Yes,Cloudy,No,181,12,2027,1,14,3,0
2027-01-15,Store_3,P008,Personal Care,242,390,999,No,Yes,Rainy,Yes,350,14,2027,1,15,4,0
